meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note
GD01128	mean reticulocyte volume	Erythrocyte Indices	D004909	408112			UKB	Vuckovic D	32888494	2020	537	41057158	138959	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002396	
PA00766	Medication for pain relief, constipation, heartburn: Paracetamol	Self Care	D012648	415773	91666.0	324107.0	UKB	Pan-UKB team	Pan-UKB	2022	31	23861504	9862	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6154-both_sexes-3.tsv.bgz	
GD01113	eosinophil count	Leukocyte Count	D007958	408112			UKB	Vuckovic D	32888494	2020	486	41071809	125626	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002381	
PA00809	Number of self-reported non-cancer illnesses	Self Report	D057566	420473			UKB	Pan-UKB team	Pan-UKB	2022	57	23861554	9764	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-135-both_sexes.tsv.bgz	
PA00811	Number of treatments/medications taken	Therapeutics	D013812	420473			UKB	Pan-UKB team	Pan-UKB	2022	56	23861554	11426	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-137-both_sexes.tsv.bgz	
PA00592	Apolipoprotein A	Apolipoprotein A-I	D016632	364987			UKB	Pan-UKB team	Pan-UKB	2022	450	23858738	73145	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30630-both_sexes-irnt.tsv.bgz	
BE389	Leg predicted mass (left)	Body Fat Distribution	D050218	354766			UKB	Nealelab	Nealelab	2018	546	10816226	76916	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859680	
PA00822	Comparative height size at age 10	Body Height	D001827	413682			UKB	Pan-UKB team	Pan-UKB	2022	714	23861504	131959	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1697-both_sexes.tsv.bgz	
FG00845	Impedance of leg (left)	Plethysmography, Impedance	D010992	448332			UKB	Longda Jiang	31768069	2019	588	8529766	83169	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23108.v1.1.fastGWA.gz	
PA00893	Lymphocyte count	Hematopoiesis	D006410	407265			UKB	Pan-UKB team	Pan-UKB	2022	574	23861490	111924	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30120-both_sexes-irnt.tsv.bgz	
PA00607	SHBG	Sex hormone-binding globulin	D012738	363650			UKB	Pan-UKB team	Pan-UKB	2022	451	23861249	74216	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	
FG01823	Reticulocyte count	Hematopoiesis	D006410	435490			UKB	Longda Jiang	31768069	2019	402	8529206	80518	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30250.v1.1.fastGWA.gz	
PA00597	Creatinine	Creatinine	D003404	400761			UKB	Pan-UKB team	Pan-UKB	2022	591	23861449	96971	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30700-both_sexes-irnt.tsv.bgz	
GD01118	reticulocyte measurement	Reticulocytes	D012156	408112			UKB	Vuckovic D	32888494	2020	496	41059532	134448	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002386	
PA00840	Body mass index (BMI)	Body Mass Index	D015992	419163			UKB	Pan-UKB team	Pan-UKB	2022	744	23861553	82604	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-21001-both_sexes-irnt.tsv.bgz	
GD01089	Eosinophil counts	Interleukin-7	D015851	474237			EUR	Chen MH	32888493	2020	518	46997851	120547	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002298	
FG01986	Qualifications: PHESANT recoding	Education, Professional	D004517	451597	78851.0	372746.0	UKB	Longda Jiang	31768069	2019	147	8528487	9424	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6138_100.v1.1.fastGWA.gz	
AT734	Leg fat mass (right)	Body Fat Distribution	D050218	452264			UKB	Roslin Institute	30349118	2018	525	9124378	54548	http://geneatlas.roslin.ed.ac.uk/	
PA00902	Reticulocyte count	Hematopoiesis	D006410	401345			UKB	Pan-UKB team	Pan-UKB	2022	515	23861458	104179	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30250-both_sexes-irnt.tsv.bgz	
FG01987	Qualifications: A levels/AS levels or equivalent	Diagnostic Reference Levels	D000082162	451597	121822.0	329775.0	UKB	Longda Jiang	31768069	2019	113	8528978	10182	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6138_2.v1.1.fastGWA.gz	
FG00860	Arm fat percentage (left)	Body Fat Distribution	D050218	448201			UKB	Longda Jiang	31768069	2019	515	8529606	52714	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23123.v1.1.fastGWA.gz	
PA00858	Impedance of leg (left)	Plethysmography, Impedance	D010992	413163			UKB	Pan-UKB team	Pan-UKB	2022	743	23861532	108019	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23108-both_sexes-irnt.tsv.bgz	
FG02025	Mouth/teeth dental problems: Dentures	Dentures	D003778	454565	77191.0	377374.0	UKB	Longda Jiang	31768069	2019	56	8528558	9723	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6149_6.v1.1.fastGWA.gz	
BE390	Leg fat-free mass (left)	Body Fat Distribution	D050218	354771			UKB	Nealelab	Nealelab	2018	548	10816231	77163	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859681	
FG02030	Vascular/heart problems diagnosed by doctor: High blood pressure	Hypertension	D006973	455303	122620.0	332683.0	UKB	Longda Jiang	31768069	2019	285	8529298	31972	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6150_4.v1.1.fastGWA.gz	
PA00917	Heel bone mineral density (BMD)	Bone Density	D015519	242809			UKB	Pan-UKB team	Pan-UKB	2022	457	23859511	77219	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3148-both_sexes-irnt.tsv.bgz	
FG01824	Mean reticulocyte volume	Erythrocyte Indices	D004909	435490			UKB	Longda Jiang	31768069	2019	423	8528997	87573	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30260.v1.1.fastGWA.gz	
PA00931	Heel bone mineral density (BMD) T-score, automated (right)	Bone Density	D015519	132126			UKB	Pan-UKB team	Pan-UKB	2022	237	23851195	33827	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4125-both_sexes-irnt.tsv.bgz	
PA00956	Albumin/Globulin ratio	Liver Function Tests	D008111	368642			UKB	Pan-UKB team	Pan-UKB	2022	459	23861281	86883	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-AG-both_sexes-irnt.tsv.bgz	
PA00967	Mean arterial pressure, automated reading, adjusted by medication	Arterial Pressure	D062186	393858			UKB	Pan-UKB team	Pan-UKB	2022	553	23861431	67949	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-MAP-both_sexes-auto_medadj_raw.tsv.bgz	
PA00608	Total protein	Liver Function Tests	D008111	366758			UKB	Pan-UKB team	Pan-UKB	2022	409	23861276	74363	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz	
FG00862	Arm fat-free mass (left)	Body Fat Distribution	D050218	448150			UKB	Longda Jiang	31768069	2019	657	8529438	95723	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23125.v1.1.fastGWA.gz	
PA00932	Pulse rate	Heart Rate	D006339	136938			UKB	Pan-UKB team	Pan-UKB	2022	76	23852166	9403	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4194-both_sexes-irnt.tsv.bgz	
PA00937	Waist circumference	Waist Circumference	D055105	419807			UKB	Pan-UKB team	Pan-UKB	2022	492	23861554	47895	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-48-both_sexes-irnt.tsv.bgz	
PA00989	Systolic blood pressure, combined automated + manual reading, adjusted by medication	Blood Pressure	D001794	417001			UKB	Pan-UKB team	Pan-UKB	2022	637	23861524	85148	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-SBP-both_sexes-combined_medadj_raw.tsv.bgz	
PA00598	C-reactive protein	C-Reactive Protein	D002097	400094			UKB	Pan-UKB team	Pan-UKB	2022	377	23861445	65456	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30710-both_sexes-irnt.tsv.bgz	
PA00894	Monocyte count	Leukocyte Count	D007958	407265			UKB	Pan-UKB team	Pan-UKB	2022	561	23861490	108962	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30130-both_sexes-irnt.tsv.bgz	
GD01129	mean corpuscular volume	Hematopoiesis	D006410	408112			UKB	Vuckovic D	32888494	2020	619	41060750	173909	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002397	
PE00006	Direct bilirubin	Bilirubin	D001663	340934			UKB	Pan-UKB team	Pan-UKB	2022	171	23861126	24556	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30660-both_sexes-irnt.tsv.bgz	
PA00846	Use of sun/uv protection	Eye Protective Devices	D005135	417485			UKB	Pan-UKB team	Pan-UKB	2022	54	23861534	6816	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2267-both_sexes.tsv.bgz	
PA00903	Mean reticulocyte volume	Erythrocyte Indices	D004909	401344			UKB	Pan-UKB team	Pan-UKB	2022	553	23861458	114222	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30260-both_sexes-irnt.tsv.bgz	
PA00847	Frequency of solarium/sunlamp use	Sunbathing	D055108	396520			UKB	Pan-UKB team	Pan-UKB	2022	205	23861444	850	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2277-both_sexes.tsv.bgz	
PA00823	Skin colour	Skin	D012867	415018			UKB	Pan-UKB team	Pan-UKB	2022	174	23861534	38517	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1717-both_sexes.tsv.bgz	
PA00921	Diastolic blood pressure, automated reading	Blood Pressure	D001794	396667			UKB	Pan-UKB team	Pan-UKB	2022	354	23861450	41665	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4079-both_sexes-irnt.tsv.bgz	
PA00852	Whole body fat-free mass	Body Fat Distribution	D050218	413158			UKB	Pan-UKB team	Pan-UKB	2022	988	23861532	164435	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23101-both_sexes-irnt.tsv.bgz	
PA00609	Triglycerides	Triglycerides	D014280	400639			UKB	Pan-UKB team	Pan-UKB	2022	449	23861458	80900	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	
GD01119	reticulocyte measurement	Reticulocytes	D012156	408112			UKB	Vuckovic D	32888494	2020	352	41053533	71119	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002387	
PE00019	Lipoprotein A	Lipoprotein(a)	D017270	318922			UKB	Pan-UKB team	Pan-UKB	2022	35	23860937	10254	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30790-both_sexes-irnt.tsv.bgz	
PA00968	Mean arterial pressure, automated reading	Arterial Pressure	D062186	396663			UKB	Pan-UKB team	Pan-UKB	2022	330	23861450	34748	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-MAP-both_sexes-auto_raw.tsv.bgz	
PA00941	3mm weak meridian (left)	Optometry	D009907	85870			UKB	Pan-UKB team	Pan-UKB	2022	241	23819227	20087	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-5096-both_sexes-irnt.tsv.bgz	
FG01834	Heel bone mineral density (BMD)	Bone Density	D015519	262171			UKB	Longda Jiang	31768069	2019	372	8524948	62759	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/3148.v1.1.fastGWA.gz	
PA00601	Glucose	Blood Glucose	D001786	366759			UKB	Pan-UKB team	Pan-UKB	2022	142	23861281	12150	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30740-both_sexes-irnt.tsv.bgz	
PA00957	Diastolic blood pressure, automated reading, adjusted by medication	Blood Pressure	D001794	393862			UKB	Pan-UKB team	Pan-UKB	2022	550	23861431	72541	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-DBP-both_sexes-auto_medadj_irnt.tsv.bgz	
PA00860	Impedance of arm (left)	Plethysmography, Impedance	D010992	413157			UKB	Pan-UKB team	Pan-UKB	2022	752	23861529	93203	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23110-both_sexes-irnt.tsv.bgz	
PE00343	Non-cancer illness code, self-reported: psoriasis	Psoriasis	D011565	420461	4815.0	415646.0	UKB	Pan-UKB team	Pan-UKB	2022	26	23861554	26403	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1453.tsv.bgz	
PA00922	Systolic blood pressure, automated reading	Blood Pressure	D001794	396663			UKB	Pan-UKB team	Pan-UKB	2022	399	23861450	41726	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4080-both_sexes-irnt.tsv.bgz	
PA00881	White blood cell (leukocyte) count	Leukocyte Count	D007958	407990			UKB	Pan-UKB team	Pan-UKB	2022	500	23861492	99391	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30000-both_sexes-irnt.tsv.bgz	
PA00602	Glycated haemoglobin (HbA1c)	Glycated Proteins	D000093844	400825			UKB	Pan-UKB team	Pan-UKB	2022	557	23861499	107323	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz	
PE00366	Non-cancer illness code, self-reported: psoriatic arthropathy	Arthritis, Psoriatic	D015535	420473	811.0	419662.0	UKB	Pan-UKB team	Pan-UKB	2022	8	23861554	5127	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1477.tsv.bgz	
PE03232	Main speciality of consultant (recoded): Urology	Urology	D014572	419109	55409.0	363700.0	UKB	Pan-UKB team	Pan-UKB	2022	15	23843563	6075	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1860.tsv.bgz	
PE01096	Operation code: thyroidectomy/partial thyroidectomy	Thyroidectomy	D013965	420473	3939.0	416534.0	UKB	Pan-UKB team	Pan-UKB	2022	24	23853321	7390	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1432.tsv.bgz	
PE03440	FI7 : synonym	Intelligence Tests	D007361	97600	85333.0	12267.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23835532	12	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5001-both_sexes-5001.tsv.bgz	
PE03911	Sweet pepper intake	Sweet Syndrome	D016463	58890			UKB	Pan-UKB team	Pan-UKB	2022	207	23726803	632	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-104290-both_sexes.tsv.bgz	
PE03617	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	Self Care	D012648	226296	39507.0	186789.0	UKB	Pan-UKB team	Pan-UKB	2022	116	23859483	7514	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6153-both_sexes-2.tsv.bgz	
PE01632	Trouble falling asleep	Insomnia	D007319	52784	40038.0	12746.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23683210	12	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20533-both_sexes-20533.tsv.bgz	
PA00943	3mm weak meridian (right)	Optometry	D009907	85877			UKB	Pan-UKB team	Pan-UKB	2022	234	23819297	20078	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-5099-both_sexes-irnt.tsv.bgz	
PA00969	Mean arterial pressure, combined automated + manual reading	Arterial Pressure	D062186	420134			UKB	Pan-UKB team	Pan-UKB	2022	360	23861543	39745	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-MAP-both_sexes-combined_irnt.tsv.bgz	
PE03618	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin	Blood Pressure	D001794	226296	1733.0	224563.0	UKB	Pan-UKB team	Pan-UKB	2022	11	23859526	14321	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6153-both_sexes-3.tsv.bgz	
PA00990	Systolic blood pressure, combined automated + manual reading	Blood Pressure	D001794	420134			UKB	Pan-UKB team	Pan-UKB	2022	429	23861543	42821	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-SBP-both_sexes-combined_raw.tsv.bgz	
PE03756	Intake of sugar added to coffee	Energy Intake	D002149	58890			UKB	Pan-UKB team	Pan-UKB	2022	235	23734928	571	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100370-both_sexes.tsv.bgz	
PE03936	Pear intake	Energy Intake	D002149	58890			UKB	Pan-UKB team	Pan-UKB	2022	305	23723809	1313	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-104560-both_sexes.tsv.bgz	
PE04093	Recent restlessness	Psychomotor Agitation	D011595	136022			UKB	Pan-UKB team	Pan-UKB	2022	508	23845369	1395	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20516-both_sexes.tsv.bgz	
PA00945	3mm strong meridian (right)	Optometry	D009907	85877			UKB	Pan-UKB team	Pan-UKB	2022	229	23819297	17449	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-5132-both_sexes-irnt.tsv.bgz	
PE03772	White wine intake	Wine	D014920	58890			UKB	Pan-UKB team	Pan-UKB	2022	553	23734928	2147	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100670-both_sexes.tsv.bgz	
PA00923	Heel broadband ultrasound attenuation (left)	Bone Density	D015519	132157			UKB	Pan-UKB team	Pan-UKB	2022	211	23851091	31090	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4101-both_sexes-irnt.tsv.bgz	
PA00895	Neutrophill count	Leukocyte Count	D007958	407265			UKB	Pan-UKB team	Pan-UKB	2022	417	23861490	89709	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30140-both_sexes-irnt.tsv.bgz	
PA00610	Urate	Uric Acid	D014527	400469			UKB	Pan-UKB team	Pan-UKB	2022	500	23861448	71087	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30880-both_sexes-irnt.tsv.bgz	
PE03948	Drive faster than motorway speed limit	Aggressive Driving	D000077314	380719			UKB	Pan-UKB team	Pan-UKB	2022	36	23861415	5944	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1100-both_sexes.tsv.bgz	
GD01120	lymphocyte count	Hematopoiesis	D006410	408112			UKB	Vuckovic D	32888494	2020	576	41074347	130689	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002388	
PA00904	Mean sphered cell volume	Erythrocyte Indices	D004909	401345			UKB	Pan-UKB team	Pan-UKB	2022	578	23861458	110993	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30270-both_sexes-irnt.tsv.bgz	
PE03956	Nap during day	Sleep	D012890	420148			UKB	Pan-UKB team	Pan-UKB	2022	110	23861549	11668	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1190-both_sexes.tsv.bgz	
PE00025	Testosterone	Testosterone	D013739	363203			UKB	Pan-UKB team	Pan-UKB	2022	154	23861226	21693	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30850-both_sexes-irnt.tsv.bgz	
PA00970	Mean arterial pressure, combined automated + manual reading, adjusted by medication	Arterial Pressure	D062186	417001			UKB	Pan-UKB team	Pan-UKB	2022	622	23861524	79216	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-MAP-both_sexes-combined_medadj_irnt.tsv.bgz	
PA00946	6mm strong meridian (left)	Optometry	D009907	74603			UKB	Pan-UKB team	Pan-UKB	2022	206	23796738	15597	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-5134-both_sexes-irnt.tsv.bgz	
PE04002	Comparative body size at age 10	Body Size	D049628	413370			UKB	Pan-UKB team	Pan-UKB	2022	290	23861525	33875	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1687-both_sexes.tsv.bgz	
PA00959	Diastolic blood pressure, combined automated + manual reading	Blood Pressure	D001794	420136			UKB	Pan-UKB team	Pan-UKB	2022	380	23861548	46732	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-DBP-both_sexes-combined_irnt.tsv.bgz	
PA00994	Estimated glomerular filtration rate, cystain C	Glomerular Filtration Rate	D005919	401570			UKB	Pan-UKB team	Pan-UKB	2022	687	23861460	120362	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-eGFRcreacys-both_sexes-irnt.tsv.bgz	
PA00924	Heel quantitative ultrasound index (QUI), direct entry (left)	Bone Density	D015519	132165			UKB	Pan-UKB team	Pan-UKB	2022	248	23851124	33802	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4104-both_sexes-irnt.tsv.bgz	
PE00063	Soup consumers	Food and Beverages	D019602	58890	7856.0	51034.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23725902	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-102520-both_sexes-102520.tsv.bgz	
PE00133	Hair colour (natural, before greying): Blonde	Hair Color	D006200	419469	47976.0	371493.0	UKB	Pan-UKB team	Pan-UKB	2022	214	23861554	36101	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-1.tsv.bgz	
