meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note	index	trait_abbr	trait_code
PE03653	Pain type(s) experienced in last month: None of the above	Pain	D010146	419588	168397.0	251191.0	UKB	Pan-UKB team	Pan-UKB	2022	31	23861517	1424	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6159-both_sexes-100.tsv.bgz		11232	PTSEILMNOTA_PE03653	CAUSALdb_PTSEILMNOTA_PE03653_11232
F901075	Diseases of middle ear and mastoid	Ear Diseases	D004427	377277	24706.0	352571.0	EUR	Kurki MI	36653562	2023	15	20014301	1899	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MIDDLEMASTOID.gz		11233	DOMEAM_F901075	CAUSALdb_DOMEAM_F901075_11233
MR08768	Other eye problems	Eye Diseases	D005128	461565	66747.0	394818.0	UKB	Ben Elsworth	IEU-UKB	2018	2	8622156	202	https://gwas.mrcieu.ac.uk/files/ukb-b-7007/ukb-b-7007.vcf.gz		11234	OEP_MR08768	CAUSALdb_OEP_MR08768_11234
FG03980	Treatment/medication code: methotrexate	Methotrexate	D008727	456276	2422.0	453854.0	UKB	Longda Jiang	34737426	2021	7	11842537	7116	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140869848.v1.0.fastGWA.gz		11235	TMCM_FG03980	CAUSALdb_TMCM_FG03980_11235
PA00908	Creatinine (enzymatic) in urine	Creatinine	D003404	408485			UKB	Pan-UKB team	Pan-UKB	2022	65	23861499	2173	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30510-both_sexes-irnt.tsv.bgz		11236	CEIU_PA00908	CAUSALdb_CEIU_PA00908_11236
F901237	Chronic sinusitis	Sinusitis	D012852	299737	16395.0	283342.0	EUR	Kurki MI	36653562	2023	17	20012207	2468	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_J10_CHRONSINUSITIS.gz		11237	CS_F901237	CAUSALdb_CS_F901237_11237
GD09100	age at first birth measurement	Birth Order	D001722	542901			UKB	Mills MC	34211149	2021	81	9725084	6458	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000050	no MAF	11238	AAFBM_GD09100	CAUSALdb_AAFBM_GD09100_11238
FG00873	Hair/balding pattern: Pattern 2	Hair	D006197	207036	47867.0	159169.0	UKB	Longda Jiang	31768069	2019	57	8522966	8956	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2395_2.v1.1.fastGWA.gz		11239	HBPP_FG00873	CAUSALdb_HBPP_FG00873_11239
F901845	All dysplastic lesions of the cervix uteri	Cervix Uteri	D002584	210870	8025.0	202845.0	EUR	Kurki MI	36653562	2023	9	20006616	4811	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_CERVICAL_DYSPLASIA_ALL.gz		11240	ADLOTCU_F901845	CAUSALdb_ADLOTCU_F901845_11240
F900536	Type 2 diabetes with ketoacidosis	Diabetes Mellitus, Type 2	D003924	308937	657.0	308280.0	EUR	Kurki MI	36653562	2023	5	20012464	3659	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_E4_DM2KETO.gz		11241	TDWK_F900536	CAUSALdb_TDWK_F900536_11241
MR32489	Phospholipids to total lipids ratio in large HDL	Phospholipids	D010743	115078			UKB	Borges CM	IEU-UKB	2020	75	12159360	12521	https://gwas.mrcieu.ac.uk/files/met-d-L_HDL_PL_pct/met-d-L_HDL_PL_pct.vcf.gz		11242	PTTLRILH_MR32489	CAUSALdb_PTTLRILH_MR32489_11242
MR06676	Major depression	Major Histocompatibility Complex	D008285	500199	170756.0	329443.0	EUR	Howard DM	30718901	2019	59	8480944	4625	https://gwas.mrcieu.ac.uk/files/ieu-b-102/ieu-b-102.vcf.gz		11243	MD_MR06676	CAUSALdb_MD_MR06676_11243
F901220	Idiopathic pulmonary fibrosis	Idiopathic Pulmonary Fibrosis	D054990	375082	2018.0	373064.0	EUR	Kurki MI	36653562	2023	12	20014241	3286	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_IPF.gz		11244	IPF_F901220	CAUSALdb_IPF_F901220_11244
MR06779	Oily fish intake	Energy Intake	D002149	460443			UKB	Ben Elsworth	IEU-UKB	2018	84	9808775	10383	https://gwas.mrcieu.ac.uk/files/ukb-b-2209/ukb-b-2209.vcf.gz		11245	OFI_MR06779	CAUSALdb_OFI_MR06779_11245
AT759	Number of days/week of moderate physical activity 10+ minutes	Exercise	D015444	452264			UKB	Roslin Institute	30349118	2018	17	9124358	1485	http://geneatlas.roslin.ed.ac.uk/		11246	NODWOMPAM_AT759	CAUSALdb_NODWOMPAM_AT759_11246
GD01005	thyroid stimulating hormone measurement	Thyrotropin	D013972	119715			UKB	Zhou W	32769997	2020	88	22343885	8698	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST010001-GCST011000/GCST010653		11247	TSHM_GD01005	CAUSALdb_TSHM_GD01005_11247
FG01827	High light scatter reticulocyte percentage	Reticulocyte Count	D017701	435491			UKB	Longda Jiang	31768069	2019	415	8529192	85241	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30290.v1.1.fastGWA.gz		11248	HLSRP_FG01827	CAUSALdb_HLSRP_FG01827_11248
AT681	Immature reticulocyte fraction	Reticulocyte Count	D017701	452264			UKB	Roslin Institute	30349118	2018	310	9124277	47121	http://geneatlas.roslin.ed.ac.uk/		11249	IRF_AT681	CAUSALdb_IRF_AT681_11249
PA00861	Leg fat percentage (right)	Body Fat Distribution	D050218	413161			UKB	Pan-UKB team	Pan-UKB	2022	564	23861532	60212	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23111-both_sexes-irnt.tsv.bgz		11250	LFPR_PA00861	CAUSALdb_LFPR_PA00861_11250
BE280	Year ended full time education	Educational Status	D004522	91777			UKB	Nealelab	Nealelab	2018	11	10816231	2146	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859571		11251	YEFTE_BE280	CAUSALdb_YEFTE_BE280_11251
OT329	Waist-hip ratio (adjusted for BMI)	Waist-Hip Ratio	D049629	694649			EUR	Yengo L	30239722	2018	435	12008796	53806	https://github.com/lindgrengroup/fatdistnGWAS		11252	WHRAFB_OT329	CAUSALdb_WHRAFB_OT329_11252
PE03614	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	Rhinitis, Allergic, Seasonal	D006255	419768	96547.0	323221.0	UKB	Pan-UKB team	Pan-UKB	2022	163	23861541	28806	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6152-both_sexes-9.tsv.bgz		11253	BCDBEAREADBDHAROE_PE03614	CAUSALdb_BCDBEAREADBDHAROE_PE03614_11253
FG03312	Behaviour of cancer tumour: PHESANT recoding	Neoplasms	D009369	456348	60858.0	395490.0	UKB	Longda Jiang	34737426	2021	31	11842278	1430	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/40012_3.v1.0.fastGWA.gz		11254	BOCTPR_FG03312	CAUSALdb_BOCTPR_FG03312_11254
PH369	Coronary artery disease	Coronary Artery Disease	D003324	148715	10801.0	137914.0	UKB	Nelson CP 	28714975	2017	55	8636820	2646	https://www.ebi.ac.uk/gwas/downloads/summary-statistics	no MAF	11255	CAD_PH369	CAUSALdb_CAD_PH369_11255
PE06514	Psoriatic arthropathy	Skin and Connective Tissue Diseases	D017437	407865	887.0	406978.0	UKB	Pan-UKB team	Pan-UKB	2022	7	23861492	4753	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-696.42-both_sexes.tsv.bgz		11256	PA_PE06514	CAUSALdb_PA_PE06514_11256
CA025	Type 2 diabetes autosomal	Diabetes Mellitus, Type 2	D003924	70127	12931.0	57196.0	UKB	Bonas-Guarch S	29358691	2018	17	14679330	1506	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/Bonas-GuarchS_29358691_GCST005413/summarystatistics_metal_1KGPhase1_UK10K_imputed_PublicT2DGWAS_data_HetISq_75.txt		11257	TDA_CA025	CAUSALdb_TDA_CA025_11257
PH166	Body mass index	Body Mass Index	D015992	339224			EUR	Locke AE	25673413	2015	88	2480452	2004	http://www.broadinstitute.org/collaboration/giant/index.php/GIANT_consortium_data_files	no MAF	11258	BMI_PH166	CAUSALdb_BMI_PH166_11258
F900982	Disorders of orbit	Orbital Diseases	D009916	345883	1199.0	344684.0	EUR	Kurki MI	36653562	2023	11	20013660	3232	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_ORBIT.gz		11259	DOO_F900982	CAUSALdb_DOO_F900982_11259
FG00276	Treatment/medication code: levothyroxine sodium	Self Care	D012648	456276	18688.0	437588.0	UKB	Longda Jiang	31768069	2019	92	8526404	23686	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20003_1141191044.v1.1.fastGWA.gz		11260	TMCLS_FG00276	CAUSALdb_TMCLS_FG00276_11260
FG00178	Cereal intake	Energy Intake	D002149	435601			UKB	Longda Jiang	31768069	2019	46	8529082	2382	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1458.v1.1.fastGWA.gz		11261	CI_FG00178	CAUSALdb_CI_FG00178_11261
F901745	Other overlap syndromes	Postgastrectomy Syndromes	D011178	366034	501.0	365533.0	EUR	Kurki MI	36653562	2023	4	20014045	246	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_OVERLAP.gz		11262	OOS_F901745	CAUSALdb_OOS_F901745_11262
PE04279	Seating box height	Body Height	D001827	419245			UKB	Pan-UKB team	Pan-UKB	2022	76	23861554	1277	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3077-both_sexes.tsv.bgz		11263	SBH_PE04279	CAUSALdb_SBH_PE04279_11263
FG01905	Time to answer	Memory	D008568	150165			UKB	Longda Jiang	31768069	2019	7	8518712	1240	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/4288.v1.1.fastGWA.gz		11264	TTA_FG01905	CAUSALdb_TTA_FG01905_11264
GD00384	risk-taking behaviour	Risk-Taking	D012309	939908			UKB	Karlsson Linnér R	30643258	2019	34	11490783	1686	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007322		11265	RTB_GD00384	CAUSALdb_RTB_GD00384_11265
FG00203	Alcohol usually taken with meals	Alcohol Drinking	D000428	232585	156663.0	75922.0	UKB	Longda Jiang	31768069	2019	22	8523676	1570	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1618.v1.1.fastGWA.gz		11266	AUTWM_FG00203	CAUSALdb_AUTWM_FG00203_11266
MR05996	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	Exercise	D015444	460376	222470.0	237906.0	UKB	Ben Elsworth	IEU-UKB	2018	18	9526094	1435	https://gwas.mrcieu.ac.uk/files/ukb-b-8764/ukb-b-8764.vcf.gz		11267	TOPAILWOEESCKFB_MR05996	CAUSALdb_TOPAILWOEESCKFB_MR05996_11267
MR40167	Phosphoglycerides	Glycerophospholipids	D020404	114999			UKB	Borges CM	IEU-UKB	2020	62	12158308	10218	https://gwas.mrcieu.ac.uk/files/met-d-Phosphoglyc/met-d-Phosphoglyc.vcf.gz		11268	Phosphoglycerides_MR40167	CAUSALdb_Phosphoglycerides_MR40167_11268
PE03862	Beef intake	Energy Intake	D002149	58884			UKB	Pan-UKB team	Pan-UKB	2022	43	23735098	79	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-103020-both_sexes.tsv.bgz		11269	BI_PE03862	CAUSALdb_BI_PE03862_11269
FG02169	Diastolic blood pressure, manual reading	Blood Pressure	D001794	39309			UKB	Longda Jiang	31768069	2019	5	8487389	18	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/94.v1.1.fastGWA.gz		11270	DBPMR_FG02169	CAUSALdb_DBPMR_FG02169_11270
MR23433	Cholesterol in small VLDL	Cholesterol, VLDL	D015243	115078			UKB	Borges CM	IEU-UKB	2020	63	12157566	10956	https://gwas.mrcieu.ac.uk/files/met-d-S_VLDL_C/met-d-S_VLDL_C.vcf.gz		11271	CISV_MR23433	CAUSALdb_CISV_MR23433_11271
FG00882	Taking other prescription medications	Prescription Drug Misuse	D063487	454793	213640.0	241153.0	UKB	Longda Jiang	31768069	2019	30	8529180	6857	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2492.v1.1.fastGWA.gz		11272	TOPM_FG00882	CAUSALdb_TOPM_FG00882_11272
MR12239	Number of self-reported non-cancer illnesses	Self Report	D057566	462933			UKB	Ben Elsworth	IEU-UKB	2018	45	9808412	3765	https://gwas.mrcieu.ac.uk/files/ukb-b-4063/ukb-b-4063.vcf.gz		11273	NOSRNCI_MR12239	CAUSALdb_NOSRNCI_MR12239_11273
FG03125	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: PHESANT recoding	Blood Pressure	D001794	246170	169810.0	76360.0	UKB	Longda Jiang	34737426	2021	59	11842297	1666	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6153_100.v1.0.fastGWA.gz		11274	MFCBPDOTEHPR_FG03125	CAUSALdb_MFCBPDOTEHPR_FG03125_11274
FG00177	Bread type: Other type of bread	Bread	D001939	440084	18585.0	421499.0	UKB	Longda Jiang	31768069	2019	10	8525284	5245	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1448_4.v1.1.fastGWA.gz		11275	BTOTOB_FG00177	CAUSALdb_BTOTOB_FG00177_11275
PA00658	Treatment/medication code: seretide 50 evohaler	Anti-Asthmatic Agents	D018927	420473	4973.0	415500.0	UKB	Pan-UKB team	Pan-UKB	2022	11	23861554	2133	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176832.tsv.bgz		11276	TMCSE_PA00658	CAUSALdb_TMCSE_PA00658_11276
AT051	eczema/dermatitis	Eczema	D004485	452264	11552.0	440712.0	UKB	Roslin Institute	30349118	2018	19	9124374	1588	http://geneatlas.roslin.ed.ac.uk/		11277	ED_AT051	CAUSALdb_ED_AT051_11277
PE05010	M32 Systemic lupus erythematosus	Lupus Erythematosus, Systemic	D008180	420531	411.0	420120.0	UKB	Pan-UKB team	Pan-UKB	2022	8	23861554	1564	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-M32-both_sexes.tsv.bgz		11278	MSLE_PE05010	CAUSALdb_MSLE_PE05010_11278
PE04460	Job involves heavy manual or physical work	Employment	D004651	237993			UKB	Pan-UKB team	Pan-UKB	2022	47	23860047	1682	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-816-both_sexes.tsv.bgz		11279	JIHMOPW_PE04460	CAUSALdb_JIHMOPW_PE04460_11279
LD160	Serum total cholesterol	Cholesterol	D002784	21491			EUR	Kettunen	27005778	2016	21	11854806	1312	http://www.computationalmedicine.fi/data#NMR_GWAS		11280	STC_LD160	CAUSALdb_STC_LD160_11280
F901761	Polymyositis	Polymyositis	D017285	365758	225.0	365533.0	EUR	Kurki MI	36653562	2023	4	20014042	1544	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_POLYMYO.gz		11281	Polymyositis_F901761	CAUSALdb_Polymyositis_F901761_11281
FG02096	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	Exercise	D015444	453838	219338.0	234500.0	UKB	Longda Jiang	31768069	2019	21	8529110	1845	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6164_2.v1.1.fastGWA.gz		11282	TOPAILWOEESCKFB_FG02096	CAUSALdb_TOPAILWOEESCKFB_FG02096_11282
GD01474	CD28 on CD39+ secreting CD4 regulatory T cell	Chemokines	D018925	2920			EUR	Orrù V	32929287	2020	4	16499007	823	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001888		11283	COCSCRTC_GD01474	CAUSALdb_COCSCRTC_GD01474_11283
PH153	Body mass index	Body Mass Index	D015992	133723			EUR	Randall JC	23754948	2013	30	2621021	1027	http://www.broadinstitute.org/collaboration/giant/index.php/GIANT_consortium_data_files	no MAF	11284	BMI_PH153	CAUSALdb_BMI_PH153_11284
GD01688	HLA DR on CD33+ HLA DR+ CD14-	HLA-DR Antigens	D006684	1579			EUR	Orrù V	32929287	2020	7	15571702	6111	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002108		11285	HDOCHDC_GD01688	CAUSALdb_HDOCHDC_GD01688_11285
AT284	E16 Other disorders of pancreatic internal secretion	Pancreatic Diseases	D010182	452264	1010.0	451254.0	UKB	Roslin Institute	30349118	2018	16	9124364	1198	http://geneatlas.roslin.ed.ac.uk/		11286	EODOPIS_AT284	CAUSALdb_EODOPIS_AT284_11286
PE03578	Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')	Presbyopia	D011305	419938	35787.0	384151.0	UKB	Pan-UKB team	Pan-UKB	2022	9	23861540	16	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6147-both_sexes-3.tsv.bgz		11287	RFGCLFJRNWAYAGOCP_PE03578	CAUSALdb_RFGCLFJRNWAYAGOCP_PE03578_11287
PE07074	methotrexate	Methotrexate	D008727	420531	1945.0	418586.0	UKB	Pan-UKB team	Pan-UKB	2022	5	23861554	7277	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-methotrexate-both_sexes.tsv.bgz		11288	methotrexate_PE07074	CAUSALdb_methotrexate_PE07074_11288
PE01734	Hearing difficulty/problems: Yes	Hearing	D006309	403618	106042.0	297576.0	UKB	Pan-UKB team	Pan-UKB	2022	38	23861463	2907	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2247-both_sexes-1.tsv.bgz		11289	HDPY_PE01734	CAUSALdb_HDPY_PE01734_11289
PE00363	Non-cancer illness code, self-reported: high cholesterol	Hypercholesterolemia	D006937	420473	51633.0	368840.0	UKB	Pan-UKB team	Pan-UKB	2022	81	23861552	9968	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1473.tsv.bgz		11290	NCICSRHC_PE00363	CAUSALdb_NCICSRHC_PE00363_11290
F902179	Reactive arthropathies, FINNGEN	Reactive Inhibition	D011931	287193	2158.0	285035.0	EUR	Kurki MI	36653562	2023	12	20011554	9612	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_RHEUMA_ARHTROPAT_REACTIVE.gz		11291	RAF_F902179	CAUSALdb_RAF_F902179_11291
GCST90020190	Total cerebellar volume (excluding Crus I vermis)	Cerebellar Vermis	D065814	33265			EUR	Chambers T	35079123	2022	36	6193134	907	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90021-GCST90021000/GCST90020190	no MAF	11292	TCVECIV_GCST90020190	CAUSALdb_TCVECIV_GCST90020190_11292
PE06553	Ankylosing spondylitis	Spondylitis, Ankylosing	D013167	371733	495.0	371238.0	UKB	Pan-UKB team	Pan-UKB	2022	7	23861347	6637	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-715.2-both_sexes.tsv.bgz		11293	AS_PE06553	CAUSALdb_AS_PE06553_11293
LD158	Triglycerides in medium vLDL	Cholesterol, VLDL	D015243	21241			EUR	Kettunen	27005778	2016	14	11765520	1048	http://www.computationalmedicine.fi/data#NMR_GWAS		11294	TIMV_LD158	CAUSALdb_TIMV_LD158_11294
LD135	Free cholesterol in large vLDL	Cholesterol, VLDL	D015243	21238			EUR	Kettunen	27005778	2016	13	11765516	1142	http://www.computationalmedicine.fi/data#NMR_GWAS		11295	FCILV_LD135	CAUSALdb_FCILV_LD135_11295
F901970	Other degenerative diseases of the nervous system	Autoimmune Diseases of the Nervous System	D020274	225265	13086.0	212179.0	EUR	Kurki MI	36653562	2023	10	20008075	3373	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_NEURODEGOTH.gz		11296	ODDOTNS_F901970	CAUSALdb_ODDOTNS_F901970_11296
F901110	Coronary angioplasty	Angioplasty, Balloon, Coronary	D015906	328123	14723.0	313400.0	EUR	Kurki MI	36653562	2023	35	20013133	2349	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ANGIO.gz		11297	CA_F901110	CAUSALdb_CA_F901110_11297
PE01084	Operation code: mastectomy	Mastectomy	D008408	420473	4325.0	416148.0	UKB	Pan-UKB team	Pan-UKB	2022	13	23852731	297	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1368.tsv.bgz		11298	OCM_PE01084	CAUSALdb_OCM_PE01084_11298
GD01222	CD28- CD8+ T cell %CD8+ T cell	T-Lymphocytes	D013601	3440			EUR	Orrù V	32929287	2020	4	16878004	13	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001686		11299	CCTCCTC_GD01222	CAUSALdb_CCTCCTC_GD01222_11299
PA00632	Irritability	Irritable Mood	D007508	402041	112713.0	289328.0	UKB	Pan-UKB team	Pan-UKB	2022	52	23861467	9560	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1940-both_sexes-1940.tsv.bgz		11300	Irritability_PA00632	CAUSALdb_Irritability_PA00632_11300
FG04867	Treatment/medication code: sulphasalazine	Anti-Inflammatory Agents, Non-Steroidal	D000894	456276	233.0	456043.0	UKB	Longda Jiang	34737426	2021	2	11842608	1365	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140865668.v1.0.fastGWA.gz		11301	TMCS_FG04867	CAUSALdb_TMCS_FG04867_11301
F901939	Hyperplasia of prostate	Hyperplasia	D006965	149363	30066.0	119297.0	EUR	Kurki MI	36653562	2023	48	19995330	2252	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_PROSTHYPERPLA.gz		11302	HOP_F901939	CAUSALdb_HOP_F901939_11302
LD154	Total lipids in medium vLDL	Cholesterol, VLDL	D015243	19273			EUR	Kettunen	27005778	2016	14	11819612	1095	http://www.computationalmedicine.fi/data#NMR_GWAS		11303	TLIMV_LD154	CAUSALdb_TLIMV_LD154_11303
GCST90038600	Neurological, eye or psychiatric disease	Cryopyrin-Associated Periodic Syndromes	D056587	484598	83484.0	401114.0	UKB	Dönertaş HM	33959723	2021	9	9840429	610	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038600		11304	NEOPD_GCST90038600	CAUSALdb_NEOPD_GCST90038600_11304
GD01540	CD33 on CD66b++ myeloid cell	Chemokines	D018925	1464			EUR	Orrù V	32929287	2020	3	15449016	192	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001951		11305	COCBMC_GD01540	CAUSALdb_COCBMC_GD01540_11305
FG01820	Basophill percentage	Leukocyte Count	D007958	441944			UKB	Longda Jiang	31768069	2019	137	8529282	14460	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30220.v1.1.fastGWA.gz		11306	BP_FG01820	CAUSALdb_BP_FG01820_11306
PE02010	Operative procedures - main OPCS4: C75.1 Insertion of prosthetic replacement for lens NEC	Surgical Procedures, Operative	D013514	420531	25677.0	394854.0	UKB	Pan-UKB team	Pan-UKB	2022	29	23861554	1208	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C751.tsv.bgz		11307	OPMOCIOPRFLN_PE02010	CAUSALdb_OPMOCIOPRFLN_PE02010_11307
FG02891	Systemic lupus erythematosus	Lupus Erythematosus, Systemic	D008180	456348	122.0	456226.0	UKB	Longda Jiang	34737426	2021	3	11842625	285	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/695.42_PheCode.v1.0.fastGWA.gz		11308	SLE_FG02891	CAUSALdb_SLE_FG02891_11308
MR14227	Forced expiratory volume in 1-second (FEV1), predicted percentage	Forced Expiratory Volume	D005541	148653			UKB	Ben Elsworth	IEU-UKB	2018	105	9253579	13240	https://gwas.mrcieu.ac.uk/files/ukb-b-13405/ukb-b-13405.vcf.gz		11309	FEVISFPP_MR14227	CAUSALdb_FEVISFPP_MR14227_11309
GCST90102253	Occupational attainment	Dermatitis, Occupational	D009783	248847			UKB	Ko H	34613391	2021	32	9566222	1393	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90102001-GCST90103000/GCST90102253	no MAF	11310	OA_GCST90102253	CAUSALdb_OA_GCST90102253_11310
GA401	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	Exercise	D015444	384450	186506.0	197944.0	UKB	CTGLAB	31427789	2019	11	10598575	2536	https://atlas.ctglab.nl/		11311	TOPAILWOEESCKFB_GA401	CAUSALdb_TOPAILWOEESCKFB_GA401_11311
