f_tf_name	f_tf_id	f_family	f_protein	f_entrez_id
SMAD3	ENSG00000166949	MH1	ENSP00000505445.1;ENSP00000401133.3;ENSP00000332973.4;ENSP00000455095.1;ENSP00000453082.1;ENSP00000458060.1;ENSP00000505641.1;ENSP00000437757.2;ENSP00000453684.1;	4088
SMAD2	ENSG00000175387	MH1	ENSP00000468732.1;ENSP00000349282.4;ENSP00000467075.1;ENSP00000262160.6;ENSP00000465355.1;ENSP00000466193.1;ENSP00000468202.1;ENSP00000466254.1;ENSP00000465971.1;ENSP00000384449.1;	4087
ZNF829	ENSG00000185869	zf-C2H2	ENSP00000429266.1;ENSP00000428679.2;	374899
NEUROD2	ENSG00000171532	bHLH	ENSP00000306754.4;	4761
ZFP90	ENSG00000184939	zf-C2H2	ENSP00000381304.2;ENSP00000460547.1;ENSP00000454418.2;	146198
TBX21	ENSG00000073861	T-box	ENSP00000177694.1;	
ZSCAN4	ENSG00000180532	zf-C2H2	ENSP00000321963.4;	201516
ZNF727	ENSG00000214652	zf-C2H2	ENSP00000485448.1;	442319
HMG20B	ENSG00000064961	HMG	ENSP00000328269.6;ENSP00000393904.1;ENSP00000410924.1;ENSP00000402877.1;	10362
ZFP64	ENSG00000020256	zf-C2H2	ENSP00000360578.4;ENSP00000403424.1;ENSP00000216923.4;ENSP00000379312.3;ENSP00000355179.2;ENSP00000360573.2;ENSP00000344615.4;ENSP00000360570.4;	55734
L3MBTL4	ENSG00000154655	zf-C2HC	ENSP00000382975.3;ENSP00000318543.7;ENSP00000382976.2;	91133
IKZF5	ENSG00000095574	zf-C2H2	ENSP00000357881.5;ENSP00000478056.1;	64376
NEUROG2	ENSG00000178403	bHLH	ENSP00000317333.3;	63973
ZNF440	ENSG00000171295	zf-C2H2	ENSP00000305373.5;ENSP00000393489.1;	126070
MEIS2	ENSG00000134138	Homeobox	ENSP00000453793.1;ENSP00000453497.1;ENSP00000404185.2;ENSP00000452693.2;ENSP00000453390.1;ENSP00000380745.2;ENSP00000341400.4;ENSP00000339549.5;ENSP00000475899.1;ENSP00000380749.3;	4212
GTF2IRD2	ENSG00000196275	GTF2I	ENSP00000498563.1;ENSP00000406723.3;	84163
ARID5B	ENSG00000150347	ARID	ENSP00000308862.5;ENSP00000279873.7;ENSP00000506119.1;	84159
TRERF1	ENSG00000124496	zf-C2H2	ENSP00000439689.1;ENSP00000362013.4;ENSP00000362008.5;ENSP00000346285.2;	55809
THAP8	ENSG00000161277	THAP	ENSP00000292894.1;	199745
ZNF404	ENSG00000176222	zf-C2H2	ENSP00000319479.7;ENSP00000466051.1;	342908
MYNN	ENSG00000085274	ZBTB	ENSP00000349150.3;ENSP00000349150.3;ENSP00000326240.4;ENSP00000326240.4;ENSP00000473654.1;ENSP00000440637.1;ENSP00000473335.1;	55892
ZNF324B	ENSG00000249471	zf-C2H2	ENSP00000337473.3;ENSP00000438930.1;	388569
ATF7-NPFF	ENSG00000267281	TF_bZIP	ENSP00000466174.1;	114108587
ONECUT3	ENSG00000205922	CUT	ENSP00000371786.4;	390874
HIF3A	ENSG00000124440	bHLH	ENSP00000432809.1;	64344
ESR1	ENSG00000091831	ESR-like	ENSP00000206249.3;ENSP00000405330.1;ENSP00000401995.1;ENSP00000384064.1;ENSP00000387500.1;ENSP00000394721.2;ENSP00000342630.5;	2099
ZNF502	ENSG00000196653	zf-C2H2	ENSP00000406469.2;ENSP00000296091.4;ENSP00000397390.1;	91392
ZNF567	ENSG00000189042	zf-C2H2	ENSP00000467712.1;ENSP00000467379.1;ENSP00000353957.3;ENSP00000441838.1;ENSP00000507048.1;	163081
HOXD10	ENSG00000128710	Homeobox	ENSP00000249501.4;	3236
ZSCAN20	ENSG00000121903	zf-C2H2	ENSP00000355053.3;ENSP00000507139.1;	7579
VENTX	ENSG00000151650	Homeobox	ENSP00000357556.5;	27287
FEZF1	ENSG00000128610	zf-C2H2	ENSP00000411145.2;ENSP00000392727.2;	389549
ZNF668	ENSG00000167394	zf-C2H2	ENSP00000416853.2;ENSP00000300849.4;ENSP00000440149.1;ENSP00000378434.2;ENSP00000403975.2;ENSP00000441349.1;ENSP00000442573.3;	79759
ZNF66	ENSG00000160229	zf-C2H2	ENSP00000461425.1;	7617
ZFP36L1	ENSG00000185650	zf-CCCH	ENSP00000450784.1;ENSP00000388402.2;ENSP00000450600.1;ENSP00000337386.3;	677
ZNF24	ENSG00000172466	zf-C2H2	ENSP00000261332.5;ENSP00000382015.2;	7572
ZNF160	ENSG00000170949	zf-C2H2	ENSP00000470573.1;ENSP00000507845.1;ENSP00000470961.1;ENSP00000469393.1;ENSP00000406201.1;ENSP00000409597.1;	90338
ZNF630	ENSG00000221994	zf-C2H2	ENSP00000480858.1;ENSP00000354683.4;ENSP00000386393.3;	57232
ERF	ENSG00000105722	ETS	ENSP00000388173.2;ENSP00000222329.3;ENSP00000469274.1;ENSP00000468962.1;	2077
ZNF207	ENSG00000010244	Others		7756
LTF	ENSG00000012223	Others		4057
PRDM11	ENSG00000019485	Others		56981
BCLAF1	ENSG00000029363	Others		9774
TFB1M	ENSG00000029639	Others		51106
ZNF280C	ENSG00000056277	Others		
PARP12	ENSG00000059378	Others		64761
GPBP1	ENSG00000062194	Others		65056
RFXANK	ENSG00000064490	Others		8625
MLLT10	ENSG00000078403	Others		8028
KHSRP	ENSG00000088247	Others		8570
HIF1A	ENSG00000100644	Others		3091
ADNP2	ENSG00000101544	Others		22850
CAPN15	ENSG00000103326	Others		6650
GABPB1	ENSG00000104064	Others		2553
MYEF2	ENSG00000104177	Others		
TAX1BP1	ENSG00000106052	Others		8887
AKNA	ENSG00000106948	Others		80709
CREBL2	ENSG00000111269	Others		
CEBPZ	ENSG00000115816	Others		
PLEK	ENSG00000115956	Others		5341
EPAS1	ENSG00000116016	Others		2034
SFPQ	ENSG00000116560	Others		6421
GON4L	ENSG00000116580	Others		54856
PHTF1	ENSG00000116793	Others		10745
BLZF1	ENSG00000117475	Others		8548
ZNF706	ENSG00000120963	Others		51123
KIAA1549	ENSG00000122778	Others		57670
ZNFX1	ENSG00000124201	Others		
SLC2A4RG	ENSG00000125520	Others		
RBCK1	ENSG00000125826	Others		10616
YEATS4	ENSG00000127337	Others		8089
CASZ1	ENSG00000130940	Others		54897
CC2D1A	ENSG00000132024	Others		54862
ZNF414	ENSG00000133250	Others		84330
XPA	ENSG00000136936	Others		7507
TCF19	ENSG00000137310	Others		6941
ZNF280D	ENSG00000137871	Others		54816
PREB	ENSG00000138073	Others		10113
SMARCAL1	ENSG00000138375	Others		50485
CARF	ENSG00000138380	Others		79800
TCF25	ENSG00000141002	Others		22980
ZNF750	ENSG00000141579	Others		79755
GABPB2	ENSG00000143458	Others		126626
TMF1	ENSG00000144747	Others		
LYAR	ENSG00000145220	Others		55646
PURB	ENSG00000146676	Others		5814
CIZ1	ENSG00000148337	Others		25792
ANKRD30A	ENSG00000148513	Others		91074
THYN1	ENSG00000151500	Others		29087
SETBP1	ENSG00000152217	Others		26040
AHCTF1	ENSG00000153207	Others		25909
MIDEAS	ENSG00000156030	Others		91748
GATAD1	ENSG00000157259	Others		57798
SON	ENSG00000159140	Others		6651
GPBP1L1	ENSG00000159592	Others		60313
ZNF326	ENSG00000162664	Others		284695
SPZ1	ENSG00000164299	Others		84654
FAM170A	ENSG00000164334	Others		340069
CREBRF	ENSG00000164463	Others		153222
ZNF704	ENSG00000164684	Others		619279
ZNF503	ENSG00000165655	Others		
RAG1	ENSG00000166349	Others		5896
PHB	ENSG00000167085	Others		5245
TET2	ENSG00000168769	Others		54790
ZNF608	ENSG00000168916	Others		57507
ZNF280A	ENSG00000169548	Others		
CNBP	ENSG00000169714	Others		7555
NFRKB	ENSG00000170322	Others		4798
ZNF318	ENSG00000171467	Others		
PURG	ENSG00000172733	Others		29942
MAF1	ENSG00000179632	Others		84232
ZNF609	ENSG00000180357	Others		23060
DMRTC1B	ENSG00000184911	Others		728656
PURA	ENSG00000185129	Others		5813
NKRF	ENSG00000186416	Others		55922
ZNF395	ENSG00000186918	Others		
PLSCR1	ENSG00000188313	Others		5359
ZGPAT	ENSG00000197114	Others		84619
ZNF511	ENSG00000198546	Others		
L3MBTL3	ENSG00000198945	Others		84456
CPEB1	ENSG00000214575	Others		64506
ZNF487	ENSG00000243660	Others		642819
NME2	ENSG00000243678	Others		4831
ZNF488	ENSG00000265763	Others		118738
DMRTC1	ENSG00000269502	Others		63947
ZNF280B	ENSG00000275004	Others		140883
