trait	trait_abbr	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
Other and unspecified disorders of white blood cells	D3_WHITEBLOODCELLNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1299	1166.0	445490	0	0.0	1.0021	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_WHITEBLOODCELLNAS.FINEMAP.snp.bgz
Thrombocytopenia, unspecified	D3_THROMBOCYTOPENIANAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2295	2052.0	446531	0	0.0	1.0165	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_THROMBOCYTOPENIANAS.FINEMAP.snp.bgz
Other and unspecified diseases of spleen	D3_SPLEENNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	124	110.0	445490	0	0.0	0.55852	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SPLEENNAS.FINEMAP.snp.bgz
Secondary sideroblastic anaemia	D3_SIDEROANASCND	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	94	86.0	435305	0	0.0	0.4931	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SIDEROANASCND.FINEMAP.snp.bgz
Other sideroblastic anaemias	D3_SIDEROANAMIEAOTHER	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	123	111.0	435305	0	0.0	0.55221	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SIDEROANAMIEAOTHER.FINEMAP.snp.bgz
Hereditary sideroblastic anaemia	D3_SIDEROANAEMIAHERED	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	116	108.0	435305	0	0.0	0.5368	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SIDEROANAEMIAHERED.FINEMAP.snp.bgz
Sickle-cell disorders	D3_SICKLECELLDIS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	63	56.0	452718	0	0.0	0.40962	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SICKLECELLDIS.FINEMAP.snp.bgz
Secondary thrombocytopenia	D3_SCNDTHROMBOCYTOPENIA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	372	330.0	446531	0	0.0	0.83002	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SCNDTHROMBOCYTOPENIA.FINEMAP.snp.bgz
Secondary polycythaemia	D3_SCNDPOLYCYTHAEMIA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	735	657.0	445490	0	1.0	0.95723	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SCNDPOLYCYTHAEMIA.FINEMAP.snp.bgz
Severe combined immunodeficiency [SCID] with reticular dysgenesis	D3_SCIDA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	95	93.0	446523	0	0.0	0.49373	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SCIDA.FINEMAP.snp.bgz
Purpura and other haemorrhagic conditions	D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4789	4297.0	446531	0	0.0	1.0244	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.FINEMAP.snp.bgz
Other nonthrombocytopenic purpura	D3_OTHNONTHROMBOCYTOPENPURPURA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	272	245.0	446531	0	0.0	0.74071	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHNONTHROMBOCYTOPENPURPURA.FINEMAP.snp.bgz
Other disorders of white blood cells	D3_OTHERWHITECELL	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1789	1614.0	445490	0	0.0	1.0109	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHERWHITECELL.FINEMAP.snp.bgz
Other and unspecified aplastic anaemias	D3_OTHERAPLASTICANAEMIA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	346	317.0	435305	0	0.0	0.81151	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHERAPLASTICANAEMIA.FINEMAP.snp.bgz
Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue	D3_OTHDISLYMPHORETANDRETICULOHIST	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	99	89.0	445490	0	0.0	0.50008	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHDISLYMPHORETANDRETICULOHIST.FINEMAP.snp.bgz
Other nutritional anaemias	D3_NUTRIANAEMIAOTHER	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	330	300.0	433007	0	0.0	0.80266	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_NUTRIANAEMIAOTHER.FINEMAP.snp.bgz
Haemolytic-uraemic syndrome	D3_NONAIHA_OTHER	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	77	70.0	452718	0	0.0	0.45339	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_NONAIHA_OTHER.FINEMAP.snp.bgz
Other nonautoimmune haemolytic anaemias	D3_NOCT_HAEMOGLOBINURIA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	52		452718	0		0.35863	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_NOCT_HAEMOGLOBINURIA.FINEMAP.snp.bgz
Nezelof syndrome	D3_NEFELOF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	141	133.0	446523	0	0.0	0.57123	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_NEFELOF.FINEMAP.snp.bgz
Infarction of spleen	D3_INFARCTSPLEEN	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	168	138.0	445490	0	1.0	0.63261	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_INFARCTSPLEEN.FINEMAP.snp.bgz
Immunodeficiency associated with other major defects	D3_IMMUDEFWITHMAJORDEF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	79	72.0	446523	0	0.0	0.44708	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_IMMUDEFWITHMAJORDEF.FINEMAP.snp.bgz
Other immunodeficiencies	D3_IMMUDEFOTHER	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	334	308.0	446523	0	4.0	0.80573	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_IMMUDEFOTHER.FINEMAP.snp.bgz
Other or unspecified immunodeficiency	D3_IMMUDEFNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	111	104.0	446523	0	0.0	0.52218	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_IMMUDEFNAS.FINEMAP.snp.bgz
Immunodeficiencies	D3_IMMUDEF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1580	1464.0	452153	0	0.0	1.0169	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_IMMUDEF.FINEMAP.snp.bgz
Hypersplenism	D3_HYPERSPLENISM	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	129	112.0	445490	0	0.0	0.56389	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HYPERSPLENISM.FINEMAP.snp.bgz
Hereditary spherocytosis	D3_HERESPHERO	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	86	76.0	452718	0	1.0	0.45311	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HERESPHERO.FINEMAP.snp.bgz
Hereditary factor VIII deficiency	D3_HEREDFVIIIDEF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	88	80.0	446531	0	0.0	0.46362	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HEREDFVIIIDEF.FINEMAP.snp.bgz
Other and unspecified haemorrhagic conditions	D3_HAEMORRHAGICNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	494	441.0	446531	0	0.0	0.88625	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HAEMORRHAGICNAS.FINEMAP.snp.bgz
Haemorrhagic disorder due to circulating anticoagulants	D3_HAEMORRHAGCIRGUANTICO	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	337	308.0	446531	0	0.0	0.80663	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HAEMORRHAGCIRGUANTICO.FINEMAP.snp.bgz
Familial erythrocytosis	D3_FAMIERYTHROCYTOCIS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	162	151.0	445490	0	0.0	0.62935	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_FAMIERYTHROCYTOCIS.FINEMAP.snp.bgz
Disseminated intravascular coagulation [defibrination syndrome]	D3_DISSEINTRAVASCCOAG	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	99	90.0	446531	0	0.0	0.50254	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_DISSEINTRAVASCCOAG.FINEMAP.snp.bgz
Selective deficiency of immunoglobulin A [IgA]y	D3_DEF_IIGA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	137	126.0	446523	0	0.0	0.58901	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_DEF_IIGA.FINEMAP.snp.bgz
Cyst of spleen	D3_CYSTSPLEEN	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	58	53.0	445490	0	0.0	0.38235	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_CYSTSPLEEN.FINEMAP.snp.bgz
Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function	D3_CVID_BCELL	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	77	72.0	446523	0	0.0	0.43804	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_CVID_BCELL.FINEMAP.snp.bgz
Other or unspecified common variable immunodeficiency	D3_CVIDNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	103	96.0	446523	0	0.0	0.50158	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_CVIDNAS.FINEMAP.snp.bgz
Common variable immunodeficiency	D3_CVID	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	197	184.0	446523	0	0.0	0.67033	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_CVID.FINEMAP.snp.bgz
Combined immunodeficiencies	D3_COMBIMMUDEF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	353	334.0	446523	0	0.0	0.81609	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COMBIMMUDEF.FINEMAP.snp.bgz
Other and unspecified diseases of blood and blood-forming organs	D3_BLOODNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	783	705.0	445490	0	0.0	0.95919	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_BLOODNAS.FINEMAP.snp.bgz
Folate deficiency anaemia	D3_ANAEMIA_FOLATEDEF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	239	202.0	433007	0	0.0	0.71958	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ANAEMIA_FOLATEDEF.FINEMAP.snp.bgz
Anaemia in chronic diseases classified elsewhere	D3_ANAEMIAINCHRONICDISEASE	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	707	627.0	435305	0	0.0	0.93337	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ANAEMIAINCHRONICDISEASE.FINEMAP.snp.bgz
Other autoimmune haemolytic anaemias	D3_AIHA_OTHER	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	348	302.0	452718	0	2.0	0.82097	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_AIHA_OTHER.FINEMAP.snp.bgz
Acute posthaemorrhagic anaemia	D3_ACUTEPOSTBLEEDANAEMIA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1172	1057.0	435305	0	0.0	0.99324	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ACUTEPOSTBLEEDANAEMIA.FINEMAP.snp.bgz
Acquired pure red cell aplasia [erythroblastopenia]	D3_ACQPUREREDCLLAPLASIA	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	140	133.0	435305	0	0.0	0.5876	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ACQPUREREDCLLAPLASIA.FINEMAP.snp.bgz
Pseudopolyposis of colon	COLONPSEUDOP	Gastrointestinal endpoints	94	82.0	432380	0	0.0	0.49297	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_COLONPSEUDOP.FINEMAP.snp.bgz
Cytomegaloviral pneumonitis	CMV_PNEUMONIA	I Certain infectious and parasitic diseases (AB1_)	52	50.0	453075	0	2.0	0.3478	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CMV_PNEUMONIA.FINEMAP.snp.bgz
Other/unspecified cytomegaloviral diseases	CMV_NOS	I Certain infectious and parasitic diseases (AB1_)	549	487.0	453075	0	0.0	0.90721	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CMV_NOS.FINEMAP.snp.bgz
Other/unspecified crystal arthropathies	CHRYSTAL_NOS	Rheuma endpoints	169	145.0	453185	0	0.0	0.62634	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CHRYSTAL_NOS.FINEMAP.snp.bgz
Other chondrocalcinosis	CHONDRO_OTH	Rheuma endpoints	336	311.0	453185	0	1.0	0.812	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CHONDRO_OTH.FINEMAP.snp.bgz
Mature T/NK-cell lymphomas (controls excluding all cancers)	CD2_TNK_LYMPHOMA_EXALLC	II Neoplasms from hospital discharges (CD2_)	399	363.0	345118	0	0.0	0.84412	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_TNK_LYMPHOMA_EXALLC.FINEMAP.snp.bgz
Other leukaemias of specified cell type (controls excluding all cancers)	CD2_OTHER_LEUKAEMIA_SPECIFIED_EXALLC	II Neoplasms from hospital discharges (CD2_)	76	67.0	345118	0	0.0	0.43658	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_OTHER_LEUKAEMIA_SPECIFIED_EXALLC.FINEMAP.snp.bgz
Multiple myeloma and malignant plasma cell neoplasms (controls excluding all cancers)	CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	II Neoplasms from hospital discharges (CD2_)	1480	1337.0	345118	0	0.0	1.0183	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC.FINEMAP.snp.bgz
Monocytic leukaemia (controls excluding all cancers)	CD2_MONOCYTIC_LEUKAEMIA_EXALLC	II Neoplasms from hospital discharges (CD2_)	94	85.0	345118	0	0.0	0.49281	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_MONOCYTIC_LEUKAEMIA_EXALLC.FINEMAP.snp.bgz
Leukaemia of unspecified cell type (controls excluding all cancers)	CD2_LEUKAEMIA_NAS_EXALLC	II Neoplasms from hospital discharges (CD2_)	268	239.0	345118	0	0.0	0.74696	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_LEUKAEMIA_NAS_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of vagina (controls excluding all cancers)	CD2_INSITU_VAGINA_EXALLC	II Neoplasms from hospital discharges (CD2_)	133	85.0	201404	0	0.0	0.57825	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_VAGINA_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of rectum (controls excluding all cancers)	CD2_INSITU_RECTUM_EXALLC	II Neoplasms from hospital discharges (CD2_)	227	83.0	345046	0	0.0	0.71433	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_RECTUM_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of prostate (controls excluding all cancers)	CD2_INSITU_PROSTATE_EXALLC	II Neoplasms from hospital discharges (CD2_)	174	135.0	143535	0	0.0	0.65309	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_PROSTATE_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of lip, oral cavity and pharynx (controls excluding all cancers)	CD2_INSITU_ORALCAVITY_EXALLC	II Neoplasms from hospital discharges (CD2_)	62	52.0	345096	0	0.0	0.38685	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_ORALCAVITY_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of larynx (controls excluding all cancers)	CD2_INSITU_LARYNX_EXALLC	II Neoplasms from hospital discharges (CD2_)	56		345102	0		0.37814	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_LARYNX_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of endometrium (controls excluding all cancers)	CD2_INSITU_ENDOMETRIUM_EXALLC	II Neoplasms from hospital discharges (CD2_)	137	124.0	201459	0	0.0	0.51803	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_ENDOMETRIUM_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of colon (controls excluding all cancers)	CD2_INSITU_COLON_EXALLC	II Neoplasms from hospital discharges (CD2_)	375	130.0	344974	0	0.0	0.836	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_COLON_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of breast, lobular (controls excluding all cancers)	CD2_INSITU_BREAST_LOBULAR_EXALLC	II Neoplasms from hospital discharges (CD2_)	207	184.0	201484	0	0.0	0.68919	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_BREAST_LOBULAR_EXALLC.FINEMAP.snp.bgz
Carcinoma in situ of breast (controls excluding all cancers)	CD2_INSITU_BREAST_EXALLC	II Neoplasms from hospital discharges (CD2_)	116	241.0	201432	0	0.0	0.55349	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_INSITU_BREAST_EXALLC.FINEMAP.snp.bgz
Benign neoplasm: Eye, unspecified (controls excluding all cancers)	CD2_EYE_NOS_EXALLC	II Neoplasms from hospital discharges (CD2_)	138	119.0	345037	0	0.0	0.58171	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_EYE_NOS_EXALLC.FINEMAP.snp.bgz
Other benign neoplasms of uterus	CD2_BENIGN_UTERUS_OTH	II Neoplasms from hospital discharges (CD2_)	1692	1575.0	252926	0	0.0	1.028	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_UTERUS_OTH.FINEMAP.snp.bgz
Benign neoplasm: Uterine tubes and ligaments	CD2_BENIGN_UTERINE_TUBES_LIGAMENTS	II Neoplasms from hospital discharges (CD2_)	196	175.0	254422	0	0.0	0.68024	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_UTERINE_TUBES_LIGAMENTS.FINEMAP.snp.bgz
Benign neoplasm: Urinary organ, other/unspecified	CD2_BENIGN_URINARY_NOS	II Neoplasms from hospital discharges (CD2_)	87	84.0	453646	0	0.0	0.46983	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_URINARY_NOS.FINEMAP.snp.bgz
