phenotype	phenocode	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda
Haemangioma, any site	CD2_BENIGN_HEMANGIOMA	II Neoplasms from hospital discharges (CD2_)	2846	2506	450887	0	0	1.0243
Haemangioma and lymphangioma, any site	CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	II Neoplasms from hospital discharges (CD2_)	3082	2716	450651	0	0	1.024
Benign neoplasm: Floor of mouth	CD2_BENIGN_FLOOROFMOUTH	II Neoplasms from hospital discharges (CD2_)	111	100	453622	0	0	0.53218
Benign neoplasm: Female genital organ, unspecified	CD2_BENIGN_FEMALE_GEN_NOS	II Neoplasms from hospital discharges (CD2_)	94	85	254524	0	0	0.49487
Benign neoplasm of eye and adnexa	CD2_BENIGN_EYE	II Neoplasms from hospital discharges (CD2_)	3276	2840	450457	0	1	1.0155
Benign neoplasm: Extrahepatic bile ducts	CD2_BENIGN_EXTRAHEPATIC_BILE	II Neoplasms from hospital discharges (CD2_)	88	76	453645	0	0	0.48275
Benign neoplasm: Epididymis	CD2_BENIGN_EPIDIDYMIS	II Neoplasms from hospital discharges (CD2_)	98	87	199017	0	0	0.50401
Benign neoplasm: Endocrine gland, other/unspecified	CD2_BENIGN_ENDOCRINE_NOS	II Neoplasms from hospital discharges (CD2_)	105	97	453628	0	0	0.51166
Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	CD2_BENIGN_EAR_NASAL_SINUS	II Neoplasms from hospital discharges (CD2_)	1273	1144	452460	0	0	1.006
Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	CD2_BENIGN_CONNSOFT_UPPERLIMB	II Neoplasms from hospital discharges (CD2_)	1467	1297	452266	0	0	0.99741
Benign neoplasm: Connective and other soft tissue of trunk, unspecified	CD2_BENIGN_CONNSOFT_TRUNK	II Neoplasms from hospital discharges (CD2_)	193	169	453540	0	0	0.67503
Benign neoplasm: Connective and other soft tissue of thorax	CD2_BENIGN_CONNSOFT_THX	II Neoplasms from hospital discharges (CD2_)	131	119	453602	0	0	0.57217
Benign neoplasm: Connective and other soft tissue of pelvis	CD2_BENIGN_CONNSOFT_PELVIS	II Neoplasms from hospital discharges (CD2_)	74	65	453659	0	0	0.44889
Benign neoplasm: Connective and other soft tissue of abdomen	CD2_BENIGN_CONNSOFT_ABD	II Neoplasms from hospital discharges (CD2_)	87	79	453646	0	0	0.47751
Other benign neoplasms of connective and other soft tissue	CD2_BENIGN_CONNECTIVE_SOFT	II Neoplasms from hospital discharges (CD2_)	3520	3148	450213	0	1	1.0175
Benign neoplasm: Conjunctiva	CD2_BENIGN_CONJUNCTIVA	II Neoplasms from hospital discharges (CD2_)	1008	913	452725	0	0	0.98185
Benign neoplasm: Central nervous system, other parts/unspecified	CD2_BENIGN_CNS_NOS	II Neoplasms from hospital discharges (CD2_)	111	99	453622	0	0	0.51495
Benign neoplasm: Ciliary body	CD2_BENIGN_CILIARY	II Neoplasms from hospital discharges (CD2_)	82	75	453651	0	0	0.4534
Other benign neoplasm of uterus: Cervix uteri	CD2_BENIGN_CERVIX_UTERI	II Neoplasms from hospital discharges (CD2_)	180	166	254438	0	0	0.65381
Benign neoplasm: Carotid body	CD2_BENIGN_CAROTIDBODY	II Neoplasms from hospital discharges (CD2_)	80	75	453653	0	0	0.44315
Benign neoplasm: Bronchus and lung	CD2_BENIGN_BRONCHUS_LUNG	II Neoplasms from hospital discharges (CD2_)	403	361	453330	0	0	0.84856
Benign neoplasm: Brain, supratentorial	CD2_BENIGN_BRAIN_SUPRATENT	II Neoplasms from hospital discharges (CD2_)	514	464	453219	0	0	0.89395
Benign neoplasm: Brain, unspecified	CD2_BENIGN_BRAIN_NOS	II Neoplasms from hospital discharges (CD2_)	193	172	453540	0	0	0.66694
Benign neoplasm: Brain, infratentorial	CD2_BENIGN_BRAIN_INFRATENT	II Neoplasms from hospital discharges (CD2_)	178	158	453555	0	0	0.64987
Benign neoplasm: Bones of skull and face	CD2_BENIGN_BONE_SKULL_FACE	II Neoplasms from hospital discharges (CD2_)	301	265	453432	0	0	0.78201
Benign neoplasm: Short bones of upper limb	CD2_BENIGN_BONE_SHORT_UPPER	II Neoplasms from hospital discharges (CD2_)	491	438	453242	0	0	0.88
Benign neoplasm: Short bones of lower limb	CD2_BENIGN_BONE_SHORT_LOWER	II Neoplasms from hospital discharges (CD2_)	328	293	453405	0	0	0.80629
Benign neoplasm: Scapula and long bones of upper limb	CD2_BENIGN_BONE_SCAPULA_LONG_UPPER	II Neoplasms from hospital discharges (CD2_)	322	284	453411	0	0	0.79197
Benign neoplasm: Lower jaw bone	CD2_BENIGN_BONE_LOWER_JAW	II Neoplasms from hospital discharges (CD2_)	138	124	453595	0	0	0.58702
Benign neoplasm: Anus and anal canal	CD2_BENIGN_ANUS_ANAL_CANAL	II Neoplasms from hospital discharges (CD2_)	860	774	452873	0	0	0.96193
Cardiomyopathy due to drugs and other external agents	CARDIOMYOPATHY_DRUGS_OTHER_EXTER_AGENTS	IX Diseases of the circulatory system (I9_)	62	56	453671	0	0	0.38504
Malignant neoplasm of vulva (controls excluding all cancers)	C3_VULVA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	266	202	201494	0	0	0.75168
Malignant neoplasm of ureter (controls excluding all cancers)	C3_URETER_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	66		345118	0		0.40966
Malignant cancer of tonsil and base of tongue	C3_TONSIL_BASETONGUE	II Neoplasms, from cancer register (ICD-O-3)	602	464	345118	0	0	0.92217
Follicular adenocarcinoma of thyroid gland (controls excluding all cancers)	C3_THYROID_FOLLICULAR_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	195	162	345118	0	0	0.67228
Malignant neoplasm of thymus (controls excluding all cancers)	C3_THYMUS_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	93	71	345118	0	0	0.48394
Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (controls excluding all cancers)	C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	58		345118	0		0.38546
Adenocarcinoma of small intestine (controls excluding all cancers)	C3_SMALL_INTESTINE_ADENO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	82	64	345118	0	0	0.46176
Small cell lung cancer (controls excluding all cancers)	C3_SCLC_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	855	717	345118	0	0	0.97716
Malignant neoplasm of renal pelvis (controls excluding all cancers)	C3_RENAL_PELVIS_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	169	138	345118	0	0	0.63868
Neuroendocrine tumor and carcinoma of rectum (controls excluding all cancers)	C3_RECTUM_NEUROENDOCRINE_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	110	86	345118	0	0	0.52394
Malignant neoplasm of penis (controls excluding all cancers)	C3_PENIS_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	105	82	143624	0	0	0.52463
Malignant neoplasm of parotid gland (controls excluding all cancers)	C3_PAROTIDGLAND_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	239	186	345118	0	0	0.7266
Neuroendocrine tumor and carcinoma of pancreas (controls excluding all cancers)	C3_PANCREAS_NEUROENDOCRINE_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	169	129	345118	0	0	0.63434
Granulosa cell carcinoma of ovary (controls excluding all cancers)	C3_OVARY_GRANULOSA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	93	60	201494	0	0	0.48784
Osteosarcoma (controls excluding all cancers)	C3_OSTEOSARCOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	69	64	345118	0	0	0.41465
Malignant neoplasm of oral cavity (controls excluding all cancers)	C3_ORALCAVITY_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	1066	832	345118	0	2	0.99026
Malignant neoplasm of oesophagus (controls excluding all cancers)	C3_OESOPHAGUS_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	763	619	345118	0	0	0.96418
Malignant neoplasm of nasopharynx (controls excluding all cancers)	C3_NASOPHARYNX_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	89	75	345118	0	0	0.48118
Malignant neoplasm of nasal cavity and sinuses (controls excluding all cancers)	C3_NASAL_CAVITY_SINUSES_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	193	151	345118	0	0	0.66337
Myelodysplastic syndrome (controls excluding all cancers)	C3_MYELODYSP_SYNDR_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	261	206	344993	0	0	0.75349
Mesothelioma (controls excluding all cancers)	C3_MESOTHELIOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	390	356	345118	0	0	0.84907
Mantle cell lymphoma (controls excluding all cancers)	C3_MANTLE_CELL_LYMPHOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	267	210	345118	0	0	0.75728
Neuroendocrine tumor and carcinoma of lung (controls excluding all cancers)	C3_LUNG_NEUROENDO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	229	177	345118	0	0	0.71626
Leiomyosarcoma (controls excluding all cancers)	C3_LEIOMYOSARCOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	210	179	345118	0	0	0.69018
Adenocarcinoma and Papillary adenocarcinoma of kidney (controls excluding all cancers)	C3_KIDNEY_PAPILLARYADENO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	303	226	345118	0	0	0.78686
Chromophobe cell carcinoma of kidney (controls excluding all cancers)	C3_KIDNEY_CHROMOPHOBE_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	143	103	345118	0	0	0.5878
Kaposi sarcoma (controls excluding all cancers)	C3_KAPOSI_SARCOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	50		345118	0		0.3498
Malignant neoplasm of hypopharynx (controls excluding all cancers)	C3_HYPOPHARYNX_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	124	99	345118	0	0	0.54973
Gastrointestinal stromal tumor and sarcoma (controls excluding all cancers)	C3_GASTRINT_STROM_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	328	259	345069	0	0	0.7819
Fibrosarcoma (controls excluding all cancers)	C3_FIBROSARCOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	216	191	345118	0	1	0.69865
Malignant neoplasm of eye and adnexa (controls excluding all cancers)	C3_EYE_ADNEXA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	256	221	345118	0	2	0.74148
Ependymoma (controls excluding all cancers)	C3_EPENDYDOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	51		345118	0		0.3596
Colorectal neuroendocrine tumor and carcinoma (controls excluding all cancers)	C3_COLORECTAL_NEUROENDO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	428	351	345118	0	1	0.85853
Chronic myeloid leukaemia (controls excluding all cancers)	C3_CML_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	134	115	345117	0	0	0.56928
Chondrosarcoma (controls excluding all cancers)	C3_CHONDROSARCOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	92	80	345118	0	0	0.48247
Malignant neoplasm of cervix uteri (controls excluding all cancers)	C3_CERVIX_UTERI_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	490	388	201494	0	0	0.8917
Squamous cell neoplasms and carcinoma of cervix (controls excluding all cancers)	C3_CERVIX_SQUAM_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	212	168	201494	0	1	0.70344
Adenocarcinomas of cervix (controls excluding all cancers)	C3_CERVIX_ADENO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	146	116	201494	0	0	0.59397
Malignant neoplasm of bone and articular cartilage (controls excluding all cancers)	C3_BONE_CARTILAGE_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	281	224	345118	0	0	0.76244
Malignant neoplasm of anus and anal canal (controls excluding all cancers)	C3_ANUS_ANALCANAL_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	134	98	345118	0	0	0.57687
Acute myeloid leukaemia (controls excluding all cancers)	C3_AML_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	321	244	345117	0	0	0.79127
Acute lymphocytic leukaemia (controls excluding all cancers)	C3_ALL_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	214	197	345117	0	0	0.69538
Malignant neoplasm of adrenal gland (controls excluding all cancers)	C3_ADRENAL_GLAND_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	120	91	345118	0	0	0.54886
Bruxism	BRUXISM	Dental endpoints	591	519	453142	0	2	0.92308
Other specified/unspecified bacterial intestinal infections	BACT_INTEST_INFECTION_NOS	I Certain infectious and parasitic diseases (AB1_)	2130	1913	446913	0	0	1.0119
Asthma mixed form (mode) (more control exclusions)	ASTHMA_MIXED_EXMORE	Asthma and related endpoints	2155	1959	238922	0	0	1.0307
Anaphylactic shock due to adverse effect of correct drug or medication properly administered	ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	368	336	453365	0	0	0.81939
Allergic contact dermatitis due to drugs in contact with skin	ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN	XII Diseases of the skin and subcutaneous tissue (L12_)	707	624	453026	0	0	0.94829
Alcohol withdrawal state with delirium 	ALCODELIRIUM	V Mental and behavioural disorders (F5_)	2376	2211	451357	0	1	1.039
Acute drug-induced interstitial lung disorder	ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD	X Diseases of the respiratory system (J10_)	227	205	453506	0	0	0.71157
Allergic bronchopulmonary aspergillosis (ABPA)	ABPA	COPD and related endpoints	109	99	166614	0	0	0.53019
Viral infections of central nervous system, not elsewhere classified/unspecified	AB1_VIRAN_CNS_INFECTIONS_NOS	I Certain infectious and parasitic diseases (AB1_)	375	346	451138	0	1	0.81916
Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	AB1_VIRAL_SKIN_NOS	I Certain infectious and parasitic diseases (AB1_)	1287	1119	435872	0	0	0.9996
Other viral diseases, not elsewhere classified	AB1_VIRAL_NOS	I Certain infectious and parasitic diseases (AB1_)	7371	6509	441039	0	0	1.0176
Viral meningitis	AB1_VIRAL_MENINGITIS	I Certain infectious and parasitic diseases (AB1_)	1274	1127	451138	0	0	1.0016
Viral hepatitis	AB1_VIRAL_HEPATITIS	I Certain infectious and parasitic diseases (AB1_)	2519	2320	451214	0	0	1.0376
Viral encephalitis, not elsewhere classified/unspecified	AB1_VIRAL_ENCEPHALITIS_NOS	I Certain infectious and parasitic diseases (AB1_)	638	580	451138	0	0	0.93051
Viral infections of the central nervous system	AB1_VIRAL_CNS	I Certain infectious and parasitic diseases (AB1_)	2595	2332	451138	0	1	1.0188
Viral conjunctivitis	AB1_VIRAAL_CONJUNCT	I Certain infectious and parasitic diseases (AB1_)	673	597	441039	0	1	0.94375
Varicella [chickenpox]	AB1_VARICELLA	I Certain infectious and parasitic diseases (AB1_)	1644	1466	435872	0	0	1.0142
Typhoid and paratyphoid fevers	AB1_TYPHOIDPARATHYPHOID	I Certain infectious and parasitic diseases (AB1_)	138	125	403431	0	0	0.58022
Tuberculosis of other organs	AB1_TUBERCU_OTH_ORG	I Certain infectious and parasitic diseases (AB1_)	800	724	450922	0	1	0.95641
Trichomoniasis	AB1_TRICHOMONIASIS	I Certain infectious and parasitic diseases (AB1_)	250	235	440367	0	1	0.73728
Toxoplasmosis	AB1_TOXOPLASMOSIS	I Certain infectious and parasitic diseases (AB1_)	181	164	452938	0	0	0.64583
Tick-borne viral encephalitis	AB1_TICK_BORNE_ENCEPHALITIS	I Certain infectious and parasitic diseases (AB1_)	110	90	451138	0	0	0.54465
Other and unspecified syphilis	AB1_SYPHILIS_NOS	I Certain infectious and parasitic diseases (AB1_)	74	68	440367	0	0	0.42371
Syphilis	AB1_SYPHILIS	I Certain infectious and parasitic diseases (AB1_)	766	697	440367	0	0	0.95811
Streptococcus and staphylococcus as the cause of diseases classified to other chapters	AB1_STREPTSTAPHYCOCC_INOTHER	I Certain infectious and parasitic diseases (AB1_)	185	168	450562	0	0	0.66526
Streptococcal septicaemia	AB1_STREPTO_SEPSIS	I Certain infectious and parasitic diseases (AB1_)	2846	2543	399149	0	2	1.0171
Shigellosis	AB1_SHIGELLOSIS	I Certain infectious and parasitic diseases (AB1_)	101	93	403431	0	0	0.50013
Sequelae of tuberculosis	AB1_SEQULAE_TUBERCU	I Certain infectious and parasitic diseases (AB1_)	667	617	450833	0	0	0.94367
Sequelae of poliomyelitis	AB1_SEQULAE_POLIO	I Certain infectious and parasitic diseases (AB1_)	237	217	450833	0	0	0.71684
Scarlet fever	AB1_SCARLET_FEVER	I Certain infectious and parasitic diseases (AB1_)	222	207	399149	0	0	0.70613
Rickettsioses	AB1_RICKETTSIOSES	I Certain infectious and parasitic diseases (AB1_)	55		453678	0		0.37318
Respiratory tuberculosis, not confirmed bacteriologically or histologically	AB1_RESP_TUBERCU_NONCONF	I Certain infectious and parasitic diseases (AB1_)	1513	1427	450922	0	0	1.0102
Relapsing fevers	AB1_RELAP_FEVER	I Certain infectious and parasitic diseases (AB1_)	64	58	450923	0	0	0.40467
Protozoal diseases	AB1_PROTOZOAL	I Certain infectious and parasitic diseases (AB1_)	795	705	452938	0	0	0.95917
Acute poliomyelitis	AB1_POLIOMYELITIS	I Certain infectious and parasitic diseases (AB1_)	427	396	451138	0	0	0.85962
Pneumocystosis	AB1_PNEUMOCYSTOSIS	I Certain infectious and parasitic diseases (AB1_)	433	378	452938	0	0	0.85693
Pediculosis and phthiriasis	AB1_PEDICULOSIS_AND_PHTHIRIAASIS	I Certain infectious and parasitic diseases (AB1_)	105	91	451769	0	0	0.5008
Other protozoal intestinal diseases	AB1_OTHER_PROTOZOAL	I Certain infectious and parasitic diseases (AB1_)	426	368	403431	0	0	0.86187
Other mosquito-borne viral fevers	AB1_OTHER_MOSQUITO_FEVER	I Certain infectious and parasitic diseases (AB1_)	71	64	450368	0	0	0.42645
Other infestations	AB1_OTHER_INFESTATIONS	I Certain infectious and parasitic diseases (AB1_)	65	55	451769	0	0	0.41635
Human immunodeficiency virus [HIV] disease resulting in other conditions	AB1_OTHER_CONDITIONS	I Certain infectious and parasitic diseases (AB1_)	479	465	453198	0	0	0.88487
Other diseases caused by chlamydiae	AB1_OTHER_CHLAMYDIAE	I Certain infectious and parasitic diseases (AB1_)	385	348	453348	0	0	0.83556
Other cestode infections	AB1_OTHER_CESTODE	I Certain infectious and parasitic diseases (AB1_)	106	105	453171	0	0	0.46613
Other bacterial agents as the cause of diseases classified to other chapters	AB1_OTHER_BACT_INOTHER	I Certain infectious and parasitic diseases (AB1_)	311	277	450562	0	1	0.798
Other mycoses, not elsewhere classified/unspecified	AB1_MYSOSIS_NOS	I Certain infectious and parasitic diseases (AB1_)	86	70	443609	0	0	0.47725
Mumps	AB1_MUMPS	I Certain infectious and parasitic diseases (AB1_)	901	827	441039	0	0	0.97253
Meningococcal infection	AB1_MENINGOCOCCAL	I Certain infectious and parasitic diseases (AB1_)	253	234	399149	0	0	0.72587
Other parasitologically confirmed or unspecified malaria	AB1_MALARIA_NOS	I Certain infectious and parasitic diseases (AB1_)	63	56	452938	0	0	0.401
Plasmodium falciparum malaria	AB1_MALARIA_FALCIPARIUM	I Certain infectious and parasitic diseases (AB1_)	72	66	452938	0	0	0.44144
Listeriosis	AB1_LISTERIOSIS	I Certain infectious and parasitic diseases (AB1_)	137	125	399149	0	0	0.57913
